1649378,106.99,-6.23
1642911,106.83,-6.18
1645524,106.81,-6.41
1648473,106.8,-6.6
1625084,106.64,-6.17
1650357,107.61,-6.93
1646170,108.56,-6.71
1627549,106.16,-6.04
1621177,110.36,-7.8
1643920,109.65,-7.67
1633070,104.76,-2.99
1214520,98.67,3.59
1633308,103.33,-3.98
1633419,100.36,-0.92
1631761,101.45,0.54
1645528,115.22,-8.65
1622786,119.42,-5.14
1633034,119.87,-0.9
1650213,114.59,-3.32
1626973,107.31,-7.48
