1649378,20
1642911,20
1645524,20
1648473,20
1625084,20
1650357,80
1646170,0
1627549,20
1621177,8
1643920,12
1633070,20
1214520,20
1633308,64
1633419,0
1631761,40
1645528,20
1622786,20
1633034,76
1650213,20
1626973,80
