1649378,5.1,30
1642911,5.1,30
1645524,5.1,30
1648473,5.1,30
1625084,5.7,50
1650357,0.26,343.506
1646170,4.16,50.0064
1627549,5.7,50
1621177,3.71,157.006
1643920,5.26,144.006
1633070,3.6,60
1214520,4.1,350
1633308,0.61,39.0064
1633419,4.06,161.006
1631761,3.1,60
1645528,5.7,100
1622786,4.1,280
1633034,0.66,14.5064
1650213,3.6,130
1626973,0.26,343.506
